suburb,type,price,Method,Date,Distance,Postcode,bedrooms,bathrooms,car,Landsize
Broadmeadows,h,525000,S,23/09/2017,14,3047,3,2,2,
Broadmeadows,h,500000,PI,23/09/2017,14,3047,3,2,2,
Broadmeadows,h,575500,S,23/09/2017,14,3047,3,1,2,580
Brunswick,h,1150000,S,23/09/2017,5.2,3056,3,1,2,360
Brunswick,h,1247000,S,23/09/2017,5.2,3056,3,1,2,
Brunswick,h,1630000,VB,23/09/2017,5.2,3056,4,2,2,278
Brunswick,u,250000,SP,23/09/2017,5.2,3056,1,1,2,
Brunswick,h,1275000,PI,23/09/2017,5.2,3056,4,1,2,518
Brunswick,h,605000,SP,23/09/2017,5.2,3056,2,1,2,
Brunswick,u,402000,S,23/09/2017,5.2,3056,1,1,2,
Brunswick East,h,1065000,S,23/09/2017,4,3057,2,1,2,186
Brunswick East,u,522000,SP,23/09/2017,4,3057,2,1,2,186
Brunswick East,u,522000,S,23/09/2017,4,3057,2,1,2,
Brunswick West,u,438000,SP,23/09/2017,5.2,3055,2,1,2,
Brunswick West,h,1080000,SP,23/09/2017,5.2,3055,3,1,2,218
Bulleen,h,1331000,S,23/09/2017,10.8,3105,3,2,2,697
Bundoora,h,863000,SP,23/09/2017,12.1,3083,4,2,2,
Burnside Heights,h,655000,S,23/09/2017,14.8,3023,3,2,2,419
Burwood East,h,1010800,S,23/09/2017,14.7,3151,4,3,2,
Burwood East,h,680000,VB,23/09/2017,14.7,3151,3,1,2,189
Camberwell,h,2800000,VB,23/09/2017,7.7,3124,5,2,2,768
Carlton,u,830000,S,23/09/2017,1.6,3053,3,1,2,
Carnegie,h,1250000,VB,23/09/2017,10.1,3163,3,1,2,
Carnegie,u,533000,S,23/09/2017,10.1,3163,2,1,2,
Carnegie,u,392500,S,23/09/2017,10.1,3163,1,1,2,
Carnegie,u,403000,S,23/09/2017,10.1,3163,1,1,2,
Chelsea,u,685000,S,23/09/2017,27,3196,2,1,2,
Chelsea Heights,h,890000,S,23/09/2017,27,3196,4,3,2,
Cheltenham,h,1100000,PI,23/09/2017,17.9,3192,3,2,2,603
Cheltenham,t,795000,S,23/09/2017,17.9,3192,3,2,2,138
Clifton Hill,h,1385000,S,23/09/2017,3.6,3068,3,1,2,
Coburg,h,1286000,S,23/09/2017,6.7,3058,3,1,2,
Coburg,h,960000,S,23/09/2017,6.7,3058,3,1,2,491
Collingwood,u,565000,SP,23/09/2017,2,3066,2,2,2,
Craigieburn,h,517000,S,23/09/2017,20.6,3064,3,2,2,
Craigieburn,h,555000,S,23/09/2017,20.6,3064,3,2,2,
Croydon,h,840500,S,23/09/2017,23,3136,3,1,2,850
Croydon,h,1222000,S,23/09/2017,23,3136,4,2,2,
Croydon,h,2400000,PI,23/09/2017,23,3136,5,4,2,
Croydon,h,1180000,S,23/09/2017,23,3136,5,3,2,857
Croydon North,h,677000,S,23/09/2017,23,3136,3,1,2,
Dandenong,u,445000,S,23/09/2017,24.7,3175,2,1,2,
Dandenong North,u,335000,S,23/09/2017,24.7,3175,2,1,2,
Diamond Creek,h,990000,S,23/09/2017,21.8,3089,4,3,2,1001
Doncaster,h,2123500,S,23/09/2017,12.4,3108,4,3,2,
Doncaster East,h,1310000,S,23/09/2017,14.3,3109,4,2,2,664
Doncaster East,h,1890000,S,23/09/2017,14.3,3109,5,2,2,659
Donvale,u,775000,S,23/09/2017,16.1,3111,3,2,2,294
Doreen,h,365500,SP,23/09/2017,25.9,3754,2,1,2,184
Edithvale,h,837000,S,23/09/2017,27,3196,3,1,2,441
Elwood,u,770000,SP,23/09/2017,7.2,3184,3,1,2,
Elwood,u,525500,SP,23/09/2017,7.2,3184,2,1,2,
Elwood,h,2200000,VB,23/09/2017,7.2,3184,4,3,2,
Elwood,u,645000,S,23/09/2017,7.2,3184,2,1,2,
Elwood,t,1200000,SP,23/09/2017,7.2,3184,2,2,2,
Epping,h,646000,S,23/09/2017,19.6,3076,3,2,2,716
Epping,h,625000,S,23/09/2017,19.6,3076,3,1,2,534
Essendon,h,1290000,S,23/09/2017,7.5,3040,5,2,2,
Essendon,h,580500,S,23/09/2017,7.5,3040,2,1,2,
Essendon North,u,370000,PI,23/09/2017,8.2,3041,2,1,2,
Fairfield,h,1300000,S,23/09/2017,5.7,3078,3,2,2,
Ferntree Gully,h,791100,S,23/09/2017,24.8,3156,3,2,2,640
Fitzroy,h,1210000,PI,23/09/2017,2.1,3065,3,1,2,155
Fitzroy,h,1300000,S,23/09/2017,2.1,3065,2,1,2,125
Fitzroy North,h,1730000,S,23/09/2017,3.6,3068,3,2,2,175
Flemington,h,1100000,S,23/09/2017,3.4,3031,2,1,2,193
Flemington,u,452500,S,23/09/2017,3.4,3031,2,1,2,807
Frankston,h,634000,S,23/09/2017,38,3199,3,1,2,586
Frankston South,h,1350000,S,23/09/2017,38,3199,4,2,2,2716
Glen Huntly,u,275000,PI,23/09/2017,10.1,3163,1,1,2,
Glen Waverley,h,1190000,S,23/09/2017,16.7,3150,4,2,2,653
Glen Waverley,h,1631888,S,23/09/2017,16.7,3150,4,2,2,740
Glenroy,h,1051000,S,23/09/2017,11.2,3046,3,2,2,913
Glenroy,t,563250,S,23/09/2017,11.2,3046,3,1,2,
Glenroy,h,910000,PI,23/09/2017,11.2,3046,2,1,2,718
Gowanbrae,h,845000,S,23/09/2017,12.9,3043,3,2,2,
Greensborough,u,705000,S,23/09/2017,16.1,3088,2,1,2,
Greenvale,h,600000,S,23/09/2017,20.4,3059,4,2,2,
Hadfield,h,760000,PI,23/09/2017,11.2,3046,3,1,2,
Hampton,h,1800000,PI,23/09/2017,13.8,3188,4,1,2,800
Hampton,t,2000000,VB,23/09/2017,13.8,3188,4,3,2,360
Hawthorn East,h,3600000,S,23/09/2017,6.2,3123,3,2,2,848
Heidelberg,u,660000,PI,23/09/2017,8.9,3084,2,1,2,
Heidelberg,h,985000,S,23/09/2017,8.9,3084,3,1,2,528
Heidelberg,h,1325000,S,23/09/2017,8.9,3084,3,2,2,
Heidelberg Heights,h,1071000,S,23/09/2017,8.8,3081,3,1,2,
Heidelberg Heights,h,915000,S,23/09/2017,8.8,3081,3,2,2,604
Highett,u,770000,S,23/09/2017,16,3190,2,1,2,
Hillside,h,637000,S,23/09/2017,18,3037,3,2,2,
Hoppers Crossing,h,568000,S,23/09/2017,18.4,3029,3,2,2,700
Huntingdale,h,1205000,SA,23/09/2017,12.3,3166,3,2,2,622
Ivanhoe,u,960000,SP,23/09/2017,7.8,3079,3,2,2,
Ivanhoe,h,840000,S,23/09/2017,7.8,3079,3,2,2,
Ivanhoe,u,760000,S,23/09/2017,7.8,3079,2,1,2,
Ivanhoe,h,1230000,VB,23/09/2017,7.8,3079,3,2,2,
Ivanhoe,u,572500,S,23/09/2017,7.8,3079,2,1,2,
Ivanhoe,u,960000,S,23/09/2017,7.8,3079,3,2,2,
Ivanhoe East,u,860000,S,23/09/2017,7.8,3079,2,1,2,
Ivanhoe East,h,2040000,VB,23/09/2017,7.8,3079,4,2,2,585
Keilor Downs,h,680000,S,23/09/2017,15.5,3038,3,2,2,850
Keilor East,h,784000,SP,23/09/2017,11.7,3033,4,2,2,
Keilor East,h,790000,SP,23/09/2017,11.7,3033,3,1,2,610
Keilor East,h,900000,SP,23/09/2017,11.7,3033,3,1,2,624
Keilor Park,h,680000,VB,23/09/2017,10.4,3042,3,1,2,
Kew,h,2600000,PI,23/09/2017,5.4,3101,3,1,2,780
Kew,h,1630000,S,23/09/2017,5.4,3101,2,1,2,284
Keysborough,h,770000,S,23/09/2017,25.2,3173,3,1,2,533
Lalor,h,766000,S,23/09/2017,16.3,3075,4,2,2,541
Lalor,h,630000,S,23/09/2017,16.3,3075,3,1,2,
Lower Plenty,t,810000,S,23/09/2017,14.6,3093,3,2,2,
Malvern,h,2500000,VB,23/09/2017,5.9,3144,3,2,2,395
Maribyrnong,u,481000,S,23/09/2017,4.3,3032,2,1,2,
Maribyrnong,h,999000,S,23/09/2017,4.3,3032,2,2,2,
Meadow Heights,h,575000,S,23/09/2017,17.4,3048,4,2,2,
Melton West,h,415000,S,23/09/2017,31.7,3337,4,2,2,
Melton West,h,430000,SP,23/09/2017,31.7,3337,4,1,2,675
Melton West,h,439000,S,23/09/2017,31.7,3337,3,2,2,524
Mentone,u,300000,SP,23/09/2017,20,3194,1,1,2,
Mill Park,h,531000,S,23/09/2017,17.9,3082,3,1,2,
Mill Park,h,665000,S,23/09/2017,17.9,3082,3,2,2,
Mill Park,h,685000,S,23/09/2017,17.9,3082,3,1,2,
Mill Park,h,665000,S,23/09/2017,17.9,3082,3,1,2,345
Mitcham,h,890000,S,23/09/2017,17.2,3132,4,2,2,481
Mitcham,h,1306000,S,23/09/2017,17.2,3132,4,2,2,
Mont Albert,h,2470000,SP,23/09/2017,10.2,3127,3,2,2,
Moonee Ponds,h,950000,SP,23/09/2017,6.2,3039,2,1,2,
Moonee Ponds,u,561000,S,23/09/2017,6.2,3039,2,1,2,
Moonee Ponds,h,1162000,S,23/09/2017,6.2,3039,3,1,2,619
Mount Waverley,h,1560000,S,23/09/2017,14.2,3149,3,1,2,
Mount Waverley,h,1800000,SP,23/09/2017,14.2,3149,4,3,2,
Mulgrave,h,1080000,S,23/09/2017,18.8,3170,4,2,2,914
Mulgrave,u,580000,SP,23/09/2017,18.8,3170,2,1,2,
Mulgrave,h,880000,PI,23/09/2017,18.8,3170,5,3,2,654
Mulgrave,h,840000,S,23/09/2017,18.8,3170,3,1,2,656
Murrumbeena,h,1321188,SP,23/09/2017,10.1,3163,3,1,2,586
New Gisborne,h,1355000,S,23/09/2017,48.1,3438,5,3,2,44500
New Gisborne,h,565000,S,23/09/2017,48.1,3438,3,1,2,
Newport,h,1130000,S,23/09/2017,6.2,3015,2,1,2,343
Niddrie,h,1340000,S,23/09/2017,10.4,3042,4,2,2,
Northcote,h,1360000,SP,23/09/2017,5.3,3070,3,2,2,184
Northcote,h,2000000,VB,23/09/2017,5.3,3070,4,2,2,
Northcote,h,1550000,VB,23/09/2017,5.3,3070,4,2,2,344
Oak Park,h,1000000,S,23/09/2017,11.2,3046,2,1,2,742
Oakleigh East,h,1382000,SP,23/09/2017,12.3,3166,3,2,2,847
Parkdale,u,500000,PI,23/09/2017,21.5,3195,2,1,2,
Parkdale,u,520000,SP,23/09/2017,21.5,3195,2,1,2,
Port Melbourne,u,520000,SP,23/09/2017,3.5,3207,2,1,2,
Port Melbourne,u,720000,S,23/09/2017,3.5,3207,2,2,2,
Port Melbourne,h,1725000,PI,23/09/2017,3.5,3207,3,1,2,293
Port Melbourne,h,1400000,SP,23/09/2017,3.5,3207,2,1,2,
Preston,h,662000,S,23/09/2017,8.4,3072,3,2,2,
Preston,h,820000,S,23/09/2017,8.4,3072,3,1,2,493
Preston,h,950000,S,23/09/2017,8.4,3072,4,1,2,678
Reservoir,t,655000,S,23/09/2017,12,3073,3,1,2,
Reservoir,h,901000,S,23/09/2017,12,3073,3,1,2,695
Reservoir,u,565000,S,23/09/2017,12,3073,2,1,2,
Reservoir,t,492500,SP,23/09/2017,12,3073,2,1,2,
Reservoir,h,600000,PI,23/09/2017,12,3073,3,1,2,
Reservoir,h,680000,VB,23/09/2017,12,3073,3,1,2,237
Reservoir,h,890000,PI,23/09/2017,12,3073,3,1,2,725
Richmond,h,1600000,S,23/09/2017,2.4,3121,3,2,2,
Richmond,h,1900000,VB,23/09/2017,2.4,3121,3,1,2,300
Richmond,h,1520000,S,23/09/2017,2.4,3121,2,1,2,
Richmond,t,1200000,S,23/09/2017,2.4,3121,2,1,2,
Richmond,u,702000,S,23/09/2017,2.4,3121,2,1,2,
Ringwood,h,999999,PI,23/09/2017,19.9,3134,4,2,2,657
Ringwood East,h,630000,S,23/09/2017,21.3,3135,3,1,2,
Rowville,h,1037000,S,23/09/2017,23.5,3178,5,2,2,
Sandringham,t,1050000,VB,23/09/2017,15.2,3191,4,2,2,173
Seddon,h,680000,S,23/09/2017,5.1,3011,2,1,2,298
Seddon,h,1225000,SP,23/09/2017,5.1,3011,3,2,2,
Seddon,u,490000,SP,23/09/2017,5.1,3011,2,1,2,
South Morang,h,658500,S,23/09/2017,20.5,3752,4,2,2,444
South Yarra,u,2175000,S,23/09/2017,2.7,3141,3,3,2,
South Yarra,u,380000,VB,23/09/2017,2.7,3141,1,1,2,
St Albans,h,645000,S,23/09/2017,14,3021,3,1,2,690
St Albans,h,549500,S,23/09/2017,14,3021,3,1,2,546
St Kilda,h,1000000,VB,23/09/2017,5,3182,2,1,2,106
St Kilda,u,962500,SP,23/09/2017,5,3182,3,1,2,
Strathmore,h,1625000,S,23/09/2017,8.2,3041,4,3,2,224
Sunbury,h,778000,S,23/09/2017,31.7,3429,3,2,2,1058
Sunbury,h,675000,S,23/09/2017,31.7,3429,5,3,2,615
Sunshine,h,710500,SP,23/09/2017,10.5,3020,5,2,2,
Sunshine,h,770000,S,23/09/2017,10.5,3020,3,2,2,
Sunshine North,h,895000,S,23/09/2017,10.5,3020,4,2,2,400
Sunshine West,h,555000,SP,23/09/2017,10.5,3020,3,2,2,156
Surrey Hills,h,1465000,S,23/09/2017,10.2,3127,3,2,2,
Surrey Hills,u,985000,VB,23/09/2017,10.2,3127,2,2,2,
Taylors Hill,h,710000,S,23/09/2017,18,3037,4,2,2,
Taylors Lakes,h,746000,S,23/09/2017,15.5,3038,3,2,2,649
Taylors Lakes,h,600000,S,23/09/2017,15.5,3038,3,2,2,657
Templestowe,h,1385000,S,23/09/2017,15.5,3106,4,3,2,
Templestowe Lower,h,1515000,S,23/09/2017,12.4,3107,4,3,2,
Templestowe Lower,h,1250000,VB,23/09/2017,12.4,3107,3,2,2,838
Thomastown,h,582500,S,23/09/2017,15.3,3074,3,1,2,
Thornbury,u,540000,S,23/09/2017,7,3071,2,1,2,
Thornbury,h,1600000,S,23/09/2017,7,3071,4,2,2,
Thornbury,h,1150000,VB,23/09/2017,7,3071,2,1,2,
Toorak,h,3200000,PI,23/09/2017,4.1,3142,3,3,2,
Tullamarine,u,475000,S,23/09/2017,12.9,3043,2,1,2,
Wantirna South,h,1180000,S,23/09/2017,14.7,3152,5,2,2,738
Werribee,u,325000,SP,23/09/2017,14.7,3030,2,1,2,
West Footscray,h,840000,PI,23/09/2017,6.4,3012,3,1,2,336
West Footscray,h,782000,SP,23/09/2017,6.4,3012,3,1,2,
West Melbourne,u,742000,S,23/09/2017,3.1,3003,3,2,2,
Westmeadows,h,560000,SP,23/09/2017,16.5,3049,2,2,2,424
Wheelers Hill,h,1025000,S,23/09/2017,16.7,3150,3,1,2,691
Wheelers Hill,h,1660000,S,23/09/2017,16.7,3150,5,2,2,790
Williamstown,h,832000,S,23/09/2017,6.8,3016,3,1,2,269
Williamstown,u,440000,PI,23/09/2017,6.8,3016,2,1,2,
Williamstown,h,900000,SP,23/09/2017,6.8,3016,2,2,2,
Yallambie,h,857000,S,23/09/2017,12.7,3085,3,2,2,
Yarraville,h,1300000,PI,23/09/2017,6.3,3013,3,2,2,277
Yarraville,h,1455000,S,23/09/2017,6.3,3013,3,2,2,351
Abbotsford,h,1200000,PI,26/08/2017,3,3067,3,1,2,
Airport West,h,975500,S,26/08/2017,10.4,3042,3,1,2,697
Altona,u,801250,S,26/08/2017,11,3018,2,1,2,245
Altona North,h,791000,S,26/08/2017,9.4,3025,3,1,2,553
Ascot Vale,h,1180000,S,26/08/2017,4.3,3032,3,2,2,
Ashburton,t,1650000,VB,26/08/2017,10.2,3147,4,2,2,338
Balaclava,h,1680000,S,26/08/2017,6.4,3183,3,1,2,325
Balaclava,t,1250000,S,26/08/2017,6.4,3183,3,3,2,
Balwyn North,h,1900000,S,26/08/2017,9.7,3104,3,1,2,663
Balwyn North,h,1650000,PI,26/08/2017,9.7,3104,4,2,2,868
Beaumaris,h,2750000,S,26/08/2017,17.3,3193,5,3,2,
Beaumaris,h,1589000,S,26/08/2017,17.3,3193,3,2,2,596
Beaumaris,h,1385000,S,26/08/2017,17.3,3193,4,2,2,588
Bentleigh,h,1300000,VB,26/08/2017,11.4,3204,3,2,2,566
Bentleigh East,h,1372500,S,26/08/2017,13.8,3165,3,1,2,
Bentleigh East,h,1800000,VB,26/08/2017,13.8,3165,5,3,2,697
Bentleigh East,h,1655000,S,26/08/2017,13.8,3165,4,2,2,
Bentleigh East,t,1130000,S,26/08/2017,13.8,3165,4,2,2,270
Bentleigh East,h,1370000,VB,26/08/2017,13.8,3165,4,3,2,605
Black Rock,h,1090000,S,26/08/2017,17.3,3193,2,1,2,
Blackburn,h,1660000,PI,26/08/2017,13.4,3130,4,2,2,697
Blackburn South,h,1152000,S,26/08/2017,13.4,3130,3,1,2,584
Bonbeach,h,920000,S,26/08/2017,27,3196,3,1,2,645
Box Hill,h,1325000,S,26/08/2017,10.9,3128,4,3,2,
Briar Hill,h,1030000,S,26/08/2017,16.1,3088,4,3,2,1061
Brighton,h,3200000,VB,26/08/2017,10.5,3186,4,3,2,635
Brighton East,u,561000,S,26/08/2017,10.3,3187,2,1,2,
Brunswick,u,424000,SP,26/08/2017,5.2,3056,1,1,2,334
Brunswick,h,1750000,S,26/08/2017,5.2,3056,4,1,2,
Brunswick,h,1320000,SP,26/08/2017,5.2,3056,3,1,2,
Brunswick,h,1250000,VB,26/08/2017,5.2,3056,3,1,2,
Brunswick East,t,959000,S,26/08/2017,4,3057,3,2,2,138
Brunswick East,t,790000,PI,26/08/2017,4,3057,3,2,2,
Brunswick West,h,1160000,S,26/08/2017,5.2,3055,3,1,2,575
Brunswick West,h,887500,S,26/08/2017,5.2,3055,2,1,2,434
Bundoora,h,940000,S,26/08/2017,12.1,3083,5,3,2,593
Bundoora,h,760000,S,26/08/2017,12.1,3083,4,1,2,
Bundoora,h,815000,S,26/08/2017,12.1,3083,4,2,2,525
Bundoora,t,505000,S,26/08/2017,12.1,3083,3,1,2,
Burnside,h,580000,S,26/08/2017,14.8,3023,3,2,2,461
Burnside Heights,h,603000,S,26/08/2017,14.8,3023,3,2,2,
Burwood,h,1340000,S,26/08/2017,10.4,3125,3,1,2,556
Burwood,h,1322500,S,26/08/2017,10.4,3125,2,1,2,731
Camberwell,h,1855000,S,26/08/2017,7.7,3124,3,2,2,
Canterbury,u,757500,S,26/08/2017,8.4,3126,2,1,2,
Carnegie,u,355000,S,26/08/2017,10.1,3163,1,1,2,
Caulfield South,u,340000,VB,26/08/2017,8.7,3162,1,1,2,
Caulfield South,u,790000,S,26/08/2017,8.7,3162,2,1,2,919
Chadstone,h,920000,S,26/08/2017,11.7,3148,4,2,2,
Cheltenham,h,1300000,VB,26/08/2017,17.9,3192,5,2,2,1006
Cheltenham,h,975000,S,26/08/2017,17.9,3192,3,2,2,595
Clayton South,u,460000,SP,26/08/2017,17.5,3169,2,1,2,
Clayton South,h,950000,S,26/08/2017,17.5,3169,3,2,2,535
Coburg,h,990000,VB,26/08/2017,6.7,3058,4,2,2,
Coburg,t,704000,S,26/08/2017,6.7,3058,3,2,2,
Coburg North,t,650000,S,26/08/2017,6.7,3058,2,1,2,
Coolaroo,h,460000,S,26/08/2017,17.4,3048,3,1,2,536
Craigieburn,h,412500,S,26/08/2017,20.6,3064,3,2,2,197
Croydon,u,630000,PI,26/08/2017,23,3136,3,2,2,
Dandenong North,h,600000,PI,26/08/2017,24.7,3175,5,2,2,608
Diggers Rest,u,397000,S,26/08/2017,27.7,3427,3,2,2,
Doncaster East,h,1370000,SP,26/08/2017,14.3,3109,4,2,2,
Doncaster East,t,850000,PI,26/08/2017,14.3,3109,3,2,2,
Edithvale,h,1100000,VB,26/08/2017,27,3196,3,2,2,737
Elsternwick,u,780000,S,26/08/2017,7.2,3185,2,1,2,
Eltham,h,1060000,S,26/08/2017,18,3095,4,2,2,842
Eltham North,h,905000,S,26/08/2017,18,3095,4,2,2,2000
Endeavour Hills,h,580000,S,26/08/2017,28.5,3802,3,2,2,
Epping,u,402500,S,26/08/2017,19.6,3076,2,1,2,
Epping,h,569000,S,26/08/2017,19.6,3076,3,2,2,
Essendon,h,2335000,SP,26/08/2017,7.5,3040,5,2,2,1012
Essendon,h,1240000,PI,26/08/2017,7.5,3040,3,1,2,476
Essendon North,t,820000,PI,26/08/2017,8.2,3041,3,2,2,
Fawkner,t,635000,S,26/08/2017,13.1,3060,3,2,2,
Fawkner,h,836000,S,26/08/2017,13.1,3060,4,2,2,
Fitzroy,h,1311000,SP,26/08/2017,2.1,3065,3,1,2,
Fitzroy North,u,390000,SP,26/08/2017,3.6,3068,1,1,2,
Fitzroy North,h,1400000,S,26/08/2017,3.6,3068,2,1,2,164
Fitzroy North,h,1870000,S,26/08/2017,3.6,3068,4,3,2,248
Footscray,h,755000,PI,26/08/2017,5.1,3011,3,1,2,334
Footscray,h,750000,PI,26/08/2017,5.1,3011,3,1,2,232
Forest Hill,h,1197000,S,26/08/2017,15.4,3131,3,2,2,651
Forest Hill,h,1000000,PI,26/08/2017,15.4,3131,4,2,2,624
Frankston South,h,980000,S,26/08/2017,38,3199,4,2,2,937
Frankston South,h,750000,S,26/08/2017,38,3199,3,1,2,698
Gladstone Park,h,742000,S,26/08/2017,12.9,3043,3,2,2,375
Glen Iris,h,1700000,VB,26/08/2017,7.3,3146,5,3,2,630
Glen Iris,h,1688000,S,26/08/2017,7.3,3146,3,1,2,717
Glen Waverley,u,625000,S,26/08/2017,16.7,3150,2,1,2,
Glenroy,t,582000,S,26/08/2017,11.2,3046,2,1,2,
Glenroy,h,725000,S,26/08/2017,11.2,3046,2,1,2,590
Gowanbrae,t,655000,S,26/08/2017,12.9,3043,4,3,2,170
Greensborough,h,1050000,VB,26/08/2017,16.1,3088,6,3,2,
Greensborough,h,600000,PI,26/08/2017,16.1,3088,3,2,2,152
Greensborough,h,842000,S,26/08/2017,16.1,3088,3,2,2,873
Greenvale,h,715000,S,26/08/2017,20.4,3059,4,2,2,
Greenvale,h,465000,S,26/08/2017,20.4,3059,3,2,2,
Hampton,u,842000,S,26/08/2017,13.8,3188,2,1,2,
Hampton,h,2086000,SP,26/08/2017,13.8,3188,4,2,2,581
Hampton East,h,1280000,SP,26/08/2017,13.8,3188,3,1,2,658
Hawthorn,h,1350000,VB,26/08/2017,5.3,3122,2,1,2,208
Hawthorn,u,838000,SP,26/08/2017,5.3,3122,2,1,2,
Heathmont,h,795000,PI,26/08/2017,21.3,3135,3,1,2,
Heidelberg,t,610000,S,26/08/2017,8.9,3084,3,2,2,
Heidelberg Heights,h,849000,S,26/08/2017,8.8,3081,2,1,2,
Heidelberg West,h,520000,S,26/08/2017,8.8,3081,3,1,2,466
Highett,h,1460000,S,26/08/2017,16,3190,3,2,2,
Highett,u,680500,S,26/08/2017,16,3190,2,1,2,158
Hillside,h,730000,S,26/08/2017,18,3037,4,2,2,
Hillside,h,550000,PI,26/08/2017,18,3037,4,2,2,
Hoppers Crossing,h,565000,S,26/08/2017,18.4,3029,3,2,2,530
Keilor,h,1125000,PI,26/08/2017,14.5,3036,4,2,2,556
Keilor Downs,h,683000,S,26/08/2017,15.5,3038,3,2,2,664
Keilor East,h,860000,SP,26/08/2017,11.7,3033,1,1,2,472
Keilor East,h,1160000,S,26/08/2017,11.7,3033,4,3,2,670
Kew,h,3300000,SP,26/08/2017,5.4,3101,4,3,2,741
Kew,u,650000,S,26/08/2017,5.4,3101,3,1,2,
Kew,h,1750000,VB,26/08/2017,5.4,3101,3,2,2,431
Kew,h,3450000,PI,26/08/2017,5.4,3101,5,2,2,668
Kew,h,2200000,S,26/08/2017,5.4,3101,3,2,2,650
Kew East,t,1500000,PI,26/08/2017,7.3,3102,3,2,2,
Keysborough,h,930000,S,26/08/2017,25.2,3173,3,2,2,443
Lalor,h,671000,SP,26/08/2017,16.3,3075,3,1,2,418
Lalor,h,690000,SA,26/08/2017,16.3,3075,3,1,2,535
Lalor,h,520000,SP,26/08/2017,16.3,3075,3,1,2,540
Lalor,h,625000,S,26/08/2017,16.3,3075,3,1,2,542
Lalor,h,955000,S,26/08/2017,16.3,3075,4,2,2,
Malvern,h,860000,SP,26/08/2017,5.9,3144,4,2,2,633
Malvern,h,3610000,S,26/08/2017,5.9,3144,3,2,2,
Malvern,u,410000,PI,26/08/2017,5.9,3144,1,1,2,
Malvern East,u,651000,SP,26/08/2017,8.4,3145,2,1,2,129
Malvern East,h,1100000,VB,26/08/2017,8.4,3145,3,1,2,
Maribyrnong,h,3400000,SP,26/08/2017,4.3,3032,3,1,2,2027
McKinnon,h,1830000,S,26/08/2017,11.4,3204,4,2,2,567
McKinnon,h,2025000,PI,26/08/2017,11.4,3204,6,3,2,
McKinnon,t,1655000,S,26/08/2017,11.4,3204,4,2,2,361
Meadow Heights,h,535000,SP,26/08/2017,17.4,3048,3,1,2,572
Melton,h,710000,PI,26/08/2017,31.7,3337,5,2,2,1670
Mentone,h,1002500,S,26/08/2017,20,3194,3,1,2,560
Mernda,h,970000,S,26/08/2017,25.9,3754,3,1,2,
Mitcham,h,1185000,S,26/08/2017,17.2,3132,4,3,2,649
Mitcham,h,735000,S,26/08/2017,17.2,3132,2,2,2,
Moorabbin,h,1072000,S,26/08/2017,14.3,3189,3,1,2,585
Moorabbin,h,1290000,S,26/08/2017,14.3,3189,3,1,2,580
Mooroolbark,h,794500,S,26/08/2017,26.5,3138,4,2,2,
Mordialloc,h,1500000,S,26/08/2017,21.5,3195,4,3,2,557
Mordialloc,t,755000,S,26/08/2017,21.5,3195,3,2,2,
Mount Waverley,h,1761000,S,26/08/2017,14.2,3149,3,1,2,
Mount Waverley,h,1470000,S,26/08/2017,14.2,3149,4,2,2,
Mount Waverley,h,1430000,S,26/08/2017,14.2,3149,3,1,2,
Niddrie,h,845000,SP,26/08/2017,10.4,3042,3,1,2,345
Niddrie,h,1305000,SP,26/08/2017,10.4,3042,3,1,2,650
Noble Park,t,565000,S,26/08/2017,22.7,3174,3,2,2,
North Melbourne,h,1080000,S,26/08/2017,1.8,3051,2,1,2,100
North Melbourne,t,1425000,S,26/08/2017,1.8,3051,3,2,2,
Northcote,h,1118000,S,26/08/2017,5.3,3070,2,2,2,173
Notting Hill,t,570500,S,26/08/2017,16.7,3168,2,1,2,
Oak Park,h,1006000,S,26/08/2017,11.2,3046,2,1,2,716
Oakleigh,h,875000,PI,26/08/2017,12.3,3166,2,1,2,419
Oakleigh South,h,985000,PI,26/08/2017,15.5,3167,2,2,2,600
Parkdale,u,690000,S,26/08/2017,21.5,3195,2,1,2,
Parkdale,h,1060000,S,26/08/2017,21.5,3195,3,1,2,602
Parkdale,h,2475000,PI,26/08/2017,21.5,3195,4,3,2,665
Pascoe Vale,h,1260000,S,26/08/2017,8.5,3044,4,2,2,578
Pascoe Vale,t,580000,S,26/08/2017,8.5,3044,2,1,2,
Pascoe Vale,t,745000,S,26/08/2017,8.5,3044,4,2,2,
Patterson Lakes,h,670000,S,26/08/2017,31.2,3197,3,1,2,
Point Cook,h,651000,S,26/08/2017,14.7,3030,3,2,2,
Prahran,h,1365000,S,26/08/2017,4.6,3181,2,1,2,206
Preston,h,910000,SP,26/08/2017,8.4,3072,3,1,2,276
Preston,h,950000,PI,26/08/2017,8.4,3072,2,1,2,
Reservoir,u,415000,SP,26/08/2017,12,3073,2,1,2,
Reservoir,h,1112000,S,26/08/2017,12,3073,4,2,2,1002
Reservoir,u,625500,S,26/08/2017,12,3073,2,1,2,343
Reservoir,h,600000,VB,26/08/2017,12,3073,3,2,2,
Ringwood,h,700000,S,26/08/2017,19.9,3134,3,2,2,605
Rosanna,h,1224000,S,26/08/2017,8.9,3084,3,1,2,609
Roxburgh Park,h,465000,S,26/08/2017,20.6,3064,4,2,2,417
Roxburgh Park,h,555000,S,26/08/2017,20.6,3064,4,3,2,
Sandringham,h,1650000,S,26/08/2017,15.2,3191,3,2,2,
